MW	MWPvalue	CW	CWPvalue	score	scorePvalue	epsilon	coverage	fdr	Gene
NA	NA	NA	NA	NA	NA	NA	NA	NA	LRRC8C
NA	NA	NA	NA	NA	NA	NA	NA	NA	LRRC8D
0.753989043859619	0	NA	NA	NA	NA	0	0.0519125683060109	NA	LRRC8E
NA	NA	NA	NA	NA	NA	NA	NA	NA	LRRCC1
NA	NA	NA	NA	NA	NA	NA	NA	NA	LRRFIP1
NA	NA	NA	NA	NA	NA	NA	NA	NA	LRRFIP2
0.732168577822182	0	NA	NA	NA	NA	0	0.0983606557377049	NA	LRRIQ1
NA	NA	NA	NA	NA	NA	NA	NA	NA	LRRIQ3
NA	NA	NA	NA	NA	NA	NA	NA	NA	LRRIQ4
NA	NA	NA	NA	NA	NA	NA	NA	NA	LRRK1
NA	NA	NA	NA	NA	NA	NA	NA	NA	LRRK2
0.779725745772659	0.045	NA	NA	NA	NA	0	0.00546448087431694	NA	LRRN1
NA	NA	NA	NA	NA	NA	NA	NA	NA	LRRN2
0.541076666296915	0	NA	NA	NA	NA	0	0.442622950819672	NA	LRRN3
NA	NA	NA	NA	NA	NA	NA	NA	NA	LRRN4
NA	NA	NA	NA	NA	NA	NA	NA	NA	LRRN4CL
NA	NA	NA	NA	NA	NA	NA	NA	NA	LRRTM1
0.658205923025834	0	NA	NA	NA	NA	0	0.166666666666667	NA	LRRTM2
NA	NA	NA	NA	NA	NA	NA	NA	NA	LRRTM3
0.452960439561248	0	NA	NA	NA	NA	0	0.256830601092896	NA	LRRTM4
NA	NA	NA	NA	NA	NA	NA	NA	NA	LRSAM1
NA	NA	NA	NA	NA	NA	NA	NA	NA	LRTM1
NA	NA	NA	NA	NA	NA	NA	NA	NA	LRTM2
NA	NA	NA	NA	NA	NA	NA	NA	NA	LRTOMT
NA	NA	NA	NA	NA	NA	NA	NA	NA	LRWD1
0.968639733302265	0.006	NA	NA	NA	NA	0	0.00819672131147541	NA	LSAMP
NA	NA	NA	NA	NA	NA	NA	NA	NA	LSG1
NA	NA	NA	NA	NA	NA	NA	NA	NA	LSM1
NA	NA	NA	NA	NA	NA	NA	NA	NA	LSM10
NA	NA	NA	NA	NA	NA	NA	NA	NA	LSM11
NA	NA	NA	NA	NA	NA	NA	NA	NA	LSM12
NA	NA	NA	NA	NA	NA	NA	NA	NA	LSM14A
NA	NA	NA	NA	NA	NA	NA	NA	NA	LSM14B
NA	NA	NA	NA	NA	NA	NA	NA	NA	LSM2
NA	NA	NA	NA	NA	NA	NA	NA	NA	LSM3
